Locality,AnimalType,Name,SpecificBreed,PrimaryBreed,PrimaryColour,De-sexed,Gender,Age
TWIN WATERS,D         ,Hugo,LABRADOR  ,LABRAD,Gold      ,Y,M,10
TWIN WATERS,D         ,Gus,BOXER     ,BOXER ,Brindle   ,Y,M,11
TWIN WATERS,D         ,Ollie,BICHONFRSX,BICHON,White     ,Y,M,10
TWIN WATERS,D         ,Mia,DACHSHUNDM,DACHSH,Red       ,Y,F,11
TWIN WATERS,D         ,Banjo,CATTLEDOG ,CATTLE,Red       ,Y,M,12
TWIN WATERS,D         ,Millie,CHIHUAHUA ,CHIHUA,White     ,Y,F,13
TWIN WATERS,D         ,Bella,MALTESEX  ,MALTES,White     ,Y,F,9
TWIN WATERS,D         ,Pippi,JACKRUSSLX,JACKRU,BlackWhite,Y,M,9
TWIN WATERS,D         ,Tricks,FOXTERRMNX,FOXTER,Tan       ,Y,M,13
TWIN WATERS,D         ,Bindi,SPOODLE   ,SPOODL,GreyWhite ,Y,F,9
TWIN WATERS,Cat       ,Elly,BURMESE   ,BURMES,Chocolate ,Y,F,11
TWIN WATERS,Cat       ,Mitzi,BURMESE   ,BURMES,Brown     ,Y,F,16
TWIN WATERS,Cat       ,Bellaboy,DOMSH     ,DOMSH ,Tabby     ,Y,M,17
TWIN WATERS,D         ,Ruby,SPOODLE   ,SPOODL,Gold      ,Y,F,9
TWIN WATERS,Cat       ,Magnus,SIAMESE   ,SIAMES,CreamDkPts,Y,M,10
TWIN WATERS,D         ,Maggie,TERRIERAUX,TERRIE,Black     ,Y,F,15
TWIN WATERS,D         ,Abbey,SPANIELTBX,SPANIE,TriColour ,Y,F,10
TWIN WATERS,Cat       ,Bonzer,BURMESE   ,BURMES,Blue      ,Y,M,14
TWIN WATERS,Cat       ,Manly,BURMESE   ,BURMES,Lilac     ,Y,M,9
TWIN WATERS,D         ,Ajali,JACKRUSSL ,JACKRU,TanWhite  ,Y,F,14
TWIN WATERS,Cat       ,Alfie,PERSIAN X ,PERSIA,GreyWhite ,Y,M,15
TWIN WATERS,Cat       ,Levi,DOMSH     ,DOMSH ,Black     ,Y,M,12
TWIN WATERS,Cat       ,Simba,BIRMAN    ,BIRMAN,Chocolate ,Y,M,10
TWIN WATERS,Cat       ,Felix,DOMSH     ,DOMSH ,Ginger    ,Y,M,9
TWIN WATERS,D         ,Jackson,COLLBORDR ,COLLBO,TriColour ,Y,M,9
TWIN WATERS,Cat       ,Fi Fi,DOMSH     ,DOMSH ,Brown     ,Y,F,11
TWIN WATERS,D         ,Tusker,LABRADOR  ,LABRAD,Black     ,Y,M,9
TWIN WATERS,D         ,"Molly
 Barkway",TERRIERWT ,TERRIE,White     ,Y,F,9
TWIN WATERS,D         ,Roger,TERRIERWT ,TERRIE,White     ,Y,M,8
TWIN WATERS,Cat       ,Nischa Bonnie,BIRMAN    ,BIRMAN,Blue      ,Y,F,15
TWIN WATERS,D         ,Bindi,MALTESEX  ,MALTES,Cream     ,Y,F,11
TWIN WATERS,D         ,Chewie,MALTESEX  ,MALTES,WhiteApric,Y,M,9
TWIN WATERS,D         ,Ollie,LABRADOR  ,LABRAD,Brown     ,Y,M,8
TWIN WATERS,Cat       ,Polly,TABBY     ,TABBY ,White     ,Y,F,20
TWIN WATERS,D         ,Roxy,SHIHTZUX  ,SHIHTZ,Unknown   ,Y,F,10
TWIN WATERS,D         ,Bella,SHIHTZUX  ,SHIHTZ,TriColour ,Y,F,8
TWIN WATERS,Cat       ,Andy,DOMSH     ,DOMSH ,Ginger    ,Y,M,15
TWIN WATERS,Cat       ,Henry,DOMSH     ,DOMSH ,Caramel   ,Y,M,14
TWIN WATERS,Cat       ,Smudge,DOMLH     ,DOMLH ,TriColour ,Y,M,13
TWIN WATERS,D         ,Megan,SPANIELCV ,SPANIE,WhiteTan  ,Y,F,8
TWIN WATERS,D         ,Daisy,SPANIELCV ,SPANIE,TriColour ,Y,F,8
TWIN WATERS,D         ,Yogi,SHIHTZU   ,SHIHTZ,White     ,Y,M,11
TWIN WATERS,D         ,Kipi,MALTESEX  ,MALTES,Champagne ,Y,F,9
TWIN WATERS,Cat       ,Whiskey,RAGDOLL   ,RAGDOL,Cream     ,Y,M,10
TWIN WATERS,Cat       ,Oscar,BIRMAN    ,BIRMAN,Unknown   ,Y,M,9
TWIN WATERS,D         ,Jasper,POODLE    ,POODLE,Black     ,Y,M,10
TWIN WATERS,D         ,Darcy,GREYHOUND ,GREYHO,Black     ,Y,M,12
TWIN WATERS,D         ,Rufus,POODLETOY ,POODLE,Black     ,Y,M,11
TWIN WATERS,D         ,Jessica,COLLBORDRX,COLLBO,TriColour ,Y,F,13
TWIN WATERS,D         ,Milly,MALTESEX  ,MALTES,White     ,Y,F,9
TWIN WATERS,D         ,Sparky,KELPIEAUS ,KELPIE,BlackTan  ,Y,M,8
TWIN WATERS,D         ,Max,COLLBORDR ,COLLBO,Black     ,Y,M,8
TWIN WATERS,D         ,Shiloh,JACKRUSMN ,JACKRU,TriColour ,Y,F,8
TWIN WATERS,D         ,Charlie,POODLEMIN ,POODLE,BlackGrey ,Y,F,13
TWIN WATERS,D         ,Louis,POODLE    ,POODLE,Black     ,Y,M,8
TWIN WATERS,D         ,Asha,LABRADOR  ,LABRAD,Black     ,Y,F,8
TWIN WATERS,D         ,Bear,SPANIELTBX,SPANIE,Gold      ,Y,F,11
TWIN WATERS,D         ,Chilli,SPOODLE   ,SPOODL,Black     ,Y,F,8
TWIN WATERS,D         ,Matrix,KELPIEAUSX,KELPIE,Black     ,Y,M,8
TWIN WATERS,D         ,Togo,SPITZJAP  ,SPITZJ,White     ,Y,F,8
TWIN WATERS,D         ,Pumba,LABRADOR  ,LABRAD,Beige     ,Y,M,8
TWIN WATERS,D         ,Ally,PUG       ,PUG   ,Black     ,Y,F,8
TWIN WATERS,D         ,Rusty,BEAGLEX   ,BEAGLE,WhiteTan  ,Y,M,10
TWIN WATERS,D         ,Benji,SHIHTZU   ,SHIHTZ,WhiteTan  ,Y,M,8
TWIN WATERS,D         ,Harley,STAFFRDBT ,STAFFR,Black     ,Y,M,12
TWIN WATERS,D         ,Daisey,POODLE    ,POODLE,Apricot   ,Y,F,8
TWIN WATERS,D         ,Holly,TERRIERBS ,TERRIE,BrindlWhit,Y,F,8
TWIN WATERS,D         ,Noah,CAVOODLE  ,CAVOOD,RedWhite  ,Y,M,8
TWIN WATERS,D         ,Kirro,CHIHUAHMN ,CHIHUA,Black     ,Y,F,10
TWIN WATERS,D         ,Davie,FOXTERRIE ,FOXTER,White     ,Y,M,9
TWIN WATERS,D         ,Elvis,MALTESE   ,MALTES,Black     ,Y,M,8
TWIN WATERS,D         ,Jasper,SHIHTZU   ,SHIHTZ,White     ,Y,M,7
TWIN WATERS,D         ,Baxter,SCHNAUZERX,SCHNAU,BlackGrey ,Y,M,8
TWIN WATERS,D         ,Bokki,RIDGEBACK ,RIDGEB,Tan       ,Y,M,7
TWIN WATERS,Cat       ,Max,PERSIAN   ,PERSIA,Cream     ,Y,M,8
TWIN WATERS,Cat       ,Misty,PERSIAN   ,PERSIA,Brown     ,Y,F,7
TWIN WATERS,D         ,Billy,MALTESE   ,MALTES,White     ,Y,F,12
TWIN WATERS,D         ,Lucy,POODLETOY ,POODLE,Champagne ,Y,F,8
TWIN WATERS,Cat       ,Romeo,TABBY     ,TABBY ,Black     ,Y,M,7
TWIN WATERS,D         ,Mallory,SCHNAUZMN ,SCHNAU,Black     ,Y,F,10
TWIN WATERS,D         ,Rose,SCHNAUZMN ,SCHNAU,Black     ,Y,F,9
TWIN WATERS,D         ,Benni,BICHONFRS ,BICHON,White     ,Y,M,8
TWIN WATERS,D         ,Cherub /Mia,SHIHTZU   ,SHIHTZ,BlackWhite,Y,F,10
TWIN WATERS,D         ,Kiesha,MALTESEX  ,MALTES,White     ,Y,F,8
TWIN WATERS,Cat       ,Oliver,BURMESE   ,BURMES,Chocolate ,Y,M,8
TWIN WATERS,Cat       ,Mini,DOMSH     ,DOMSH ,Tabby     ,Y,F,9
TWIN WATERS,D         ,Benny,BICHONFRSX,BICHON,Black     ,Y,M,8
TWIN WATERS,D         ,Bella,MALTESEX  ,MALTES,TriColour ,Y,F,11
TWIN WATERS,D         ,Mia,MALTESEX  ,MALTES,Champagne ,Y,F,10
TWIN WATERS,D         ,Snooks,SPANIELCV ,SPANIE,Tan       ,Y,F,12
TWIN WATERS,D         ,Spyke,TERRIER   ,TERRIE,Unknown   ,Y,M,11
TWIN WATERS,Cat       ,Bella,DOMSH     ,DOMSH ,Tabby     ,Y,F,10
TWIN WATERS,D         ,Rusty,TERRIERTN ,TERRIE,WhiteBrown,Y,M,8
TWIN WATERS,Cat       ,Warwick,DOMSH     ,DOMSH ,Cream     ,Y,M,13
TWIN WATERS,D         ,Rosie,ENGLISHBT ,ENGLIS,Black     ,Y,F,8
TWIN WATERS,D         ,Abby,GROODLE   ,GROODL,Apricot   ,Y,F,9
TWIN WATERS,D         ,Theo,CHIHUAHLH ,CHIHUA,WhiteTan  ,Y,M,7
TWIN WATERS,D         ,Bailey,SPANIELCK ,SPANIE,GoldWhite ,Y,M,7
TWIN WATERS,Cat       ,Destiny,PERSIAN X ,PERSIA,BlackGrey ,Y,F,9
TWIN WATERS,D         ,Izzie,MALTESEX  ,MALTES,BlackTan  ,Y,F,9
TWIN WATERS,Cat       ,Harvey,DOMSH     ,DOMSH ,Ginger    ,Y,M,10
TWIN WATERS,D         ,Joe,POODLEMIN ,POODLE,Black     ,Y,M,7
TWIN WATERS,D         ,Bronte,SPANIELCV ,SPANIE,Blenheim  ,Y,F,8
TWIN WATERS,D         ,Gracie,POODLETOY ,POODLE,Apricot   ,Y,F,7
TWIN WATERS,D         ,Luna,RETRIEVGD ,RETRIE,Gold      ,Y,F,14
TWIN WATERS,D         ,Bonnie,SHIHTZUX  ,SHIHTZ,BlackWhite,Y,F,8
TWIN WATERS,D         ,Winston,BICHONFRS ,BICHON,Black     ,Y,M,7
TWIN WATERS,D         ,Dobie,SPANIELCK ,SPANIE,BlueRoan  ,Y,M,7
TWIN WATERS,Cat       ,Frisky,DOMSH     ,DOMSH ,BlackWhite,Y,M,7
TWIN WATERS,D         ,Billy,MALTESEX  ,MALTES,Brown     ,Y,M,9
TWIN WATERS,D         ,Jack,SHIHTZUX  ,SHIHTZ,Black     ,Y,M,8
TWIN WATERS,D         ,Peri,STAFFRDBT ,STAFFR,TanWhite  ,Y,F,8
TWIN WATERS,D         ,Mo (Mooka),MASTIFFX  ,MASTIF,Brindle   ,Y,F,9
TWIN WATERS,D         ,Beau,MALTESEX  ,MALTES,Unknown   ,Y,M,8
TWIN WATERS,D         ,George,SHIHTZU   ,SHIHTZ,BrownWhite,Y,M,10
TWIN WATERS,D         ,Benji,SHIHTZUX  ,SHIHTZ,Unknown   ,Y,M,6
TWIN WATERS,D         ,Whisper,SPANIEL   ,SPANIE,BlackTan  ,Y,F,8
TWIN WATERS,D         ,Gizmo,SHIHTZUX  ,SHIHTZ,White     ,Y,M,6
TWIN WATERS,D         ,Monty,FOXTERRIEX,FOXTER,TriColour ,Y,M,7
TWIN WATERS,D         ,Lulu,SCHNAUZMN ,SCHNAU,SaltPepper,Y,F,6
TWIN WATERS,D         ,Pixie,POMERANIA ,POMERA,Red       ,Y,F,11
TWIN WATERS,D         ,Xana,DACHSHUNDM,DACHSH,Red       ,Y,F,6
TWIN WATERS,D         ,Taj,RIDGEBACK ,RIDGEB,Tan       ,Y,M,7
TWIN WATERS,D         ,Bonnie,RETRIEVGD ,RETRIE,Gold      ,Y,F,12
TWIN WATERS,D         ,Gus,POODLETOYX,POODLE,BlackFawn ,Y,M,6
TWIN WATERS,D         ,Joe Joe,SCHNOODLE ,SCHNOO,Black     ,Y,M,6
TWIN WATERS,D         ,Ember,COLLBORDR ,COLLBO,RedWhite  ,Y,F,6
TWIN WATERS,D         ,Daisy,SPANIELCK ,SPANIE,Gold      ,Y,F,6
TWIN WATERS,D         ,Gracin,MALTESEX  ,MALTES,WhiteCream,Y,F,7
TWIN WATERS,D         ,Occie,JACKRUSSLX,JACKRU,White     ,Y,M,11
TWIN WATERS,D         ,Ruby,SPANIELCV ,SPANIE,Ruby      ,Y,F,6
TWIN WATERS,D         ,Charlie,SETTERRED ,SETTER,Red       ,Y,F,6
TWIN WATERS,D         ,Mya,SETTERRED ,SETTER,Red       ,Y,F,6
TWIN WATERS,D         ,Kip,STAFFRDAM ,STAFFR,Brindle   ,Y,M,6
TWIN WATERS,D         ,Harry,LABRADOR  ,LABRAD,Black     ,Y,M,6
TWIN WATERS,D         ,Tika,SPITZJAP  ,SPITZJ,White     ,Y,M,6
TWIN WATERS,D         ,Chino,CHIHUAHUAX,CHIHUA,Chocolate ,Y,F,6
TWIN WATERS,Cat       ,Sabrina,DOMSH     ,DOMSH ,Black     ,Y,F,7
TWIN WATERS,D         ,Gus,BULLDOGAM ,BULLDO,WhiteTan  ,N,M,6
TWIN WATERS,D         ,Paris,MOODLE    ,MOODLE,WhiteBrown,Y,F,6
TWIN WATERS,Cat       ,Twistie,DOMSH     ,DOMSH ,Ginger    ,Y,M,6
TWIN WATERS,D         ,Krosh,SAMOYED   ,SAMOYE,White     ,Y,M,9
TWIN WATERS,Cat       ,Vicky,BURMESE   ,BURMES,Blue      ,Y,F,12
TWIN WATERS,D         ,Gracie,WEIMARANR ,WEIMAR,Grey      ,Y,F,5
TWIN WATERS,D         ,Shar,WHIPPETX  ,WHIPPE,CreamBlack,Y,F,9
TWIN WATERS,D         ,Gizmo,FOXTERRMN ,FOXTER,BrownTan  ,Y,M,9
TWIN WATERS,D         ,Cosmo,FOXTERRMN ,FOXTER,TriColour ,Y,M,7
TWIN WATERS,D         ,Mikey,DACHSHUND ,DACHSH,TanWhite  ,Y,M,6
TWIN WATERS,D         ,Jasmine,SPANIELCK ,SPANIE,Gold      ,Y,F,12
TWIN WATERS,D         ,Barry,LABRADOR  ,LABRAD,Chocolate ,N,M,8
TWIN WATERS,D         ,Hugo,LABRADOODL,LABRAD,Black     ,Y,M,6
TWIN WATERS,Cat       ,Felicity Gemini,RUSSIANBLX,RUSSIA,Grey      ,Y,F,8
TWIN WATERS,D         ,Mumu,SHIHTZU   ,SHIHTZ,TriColour ,Y,F,7
TWIN WATERS,D         ,Muppet,CHIHUAHMNX,CHIHUA,Brown     ,Y,M,5
TWIN WATERS,D         ,Ziggy,MOODLE    ,MOODLE,White     ,Y,M,6
TWIN WATERS,D         ,Milly,LABRADOR  ,LABRAD,Black     ,Y,F,10
TWIN WATERS,D         ,GG,HUSKY     ,HUSKY ,Grey      ,Y,F,5
TWIN WATERS,Cat       ,Milly,MAINE COON,MAINE ,BlueWhite ,Y,F,5
TWIN WATERS,D         ,Fly,LABRADOR  ,LABRAD,Black     ,Y,F,15
TWIN WATERS,D         ,Lucy,POODLETOY ,POODLE,Black     ,Y,F,7
TWIN WATERS,D         ,Weeman,MALTESEX  ,MALTES,White     ,Y,M,10
TWIN WATERS,D         ,Poppi,SPANIELCK ,SPANIE,BlueRoan  ,Y,F,7
TWIN WATERS,D         ,Rosie,SPOODLE   ,SPOODL,Gold      ,Y,F,5
TWIN WATERS,D         ,Ella,BICHONFRS ,BICHON,White     ,Y,F,5
TWIN WATERS,D         ,Buddy,MALTESEX  ,MALTES,WhiteTan  ,Y,M,5
TWIN WATERS,D         ,Oscar,SCHNAUZMN ,SCHNAU,SaltPepper,Y,M,12
TWIN WATERS,D         ,Gus,SCHNAUZMN ,SCHNAU,SaltPepper,Y,M,12
TWIN WATERS,D         ,Jester,LHASAAPSO ,LHASAA,White     ,Y,M,5
TWIN WATERS,D         ,Spot,MASTIFFX  ,MASTIF,Tan       ,Y,M,8
TWIN WATERS,Cat       ,Nero,DOMLH     ,DOMLH ,Tabby     ,Y,M,5
TWIN WATERS,Cat       ,Maxi,DOMSH     ,DOMSH ,Black     ,Y,M,5
TWIN WATERS,D         ,Ronin,STAFFRDAM ,STAFFR,Black     ,N,M,5
TWIN WATERS,D         ,Harmony,SPANIELCV ,SPANIE,Blenheim  ,Y,F,7
TWIN WATERS,D         ,Basil,POODLE    ,POODLE,Red       ,Y,M,5
TWIN WATERS,Cat       ,Khloe,DOMSH     ,DOMSH ,Tabby     ,Y,F,4
TWIN WATERS,D         ,Karma,RETRIEVGDX,RETRIE,Cream     ,Y,F,5
TWIN WATERS,D         ,Rex,COLLBEARD ,COLLBE,BlackWhite,Y,M,6
TWIN WATERS,D         ,Maddox,MOODLE    ,MOODLE,Cream     ,Y,M,6
TWIN WATERS,D         ,Xander,SHIHTZUX  ,SHIHTZ,Black     ,Y,M,5
TWIN WATERS,D         ,Donna,COLLBORDR ,COLLBO,BlackWhite,Y,F,13
TWIN WATERS,D         ,Fletch,KELPIEAUSX,KELPIE,Tan       ,Y,M,9
TWIN WATERS,D         ,Jimmy,TERRIERAUX,TERRIE,CreamBrown,Y,M,6
TWIN WATERS,D         ,Beam,HUSKY     ,HUSKY ,BlackWhite,Y,F,5
TWIN WATERS,D         ,Grace,KELPIEAUSX,KELPIE,Cream     ,Y,F,5
TWIN WATERS,D         ,Bella,MALTESEX  ,MALTES,BlackWhite,Y,F,8
TWIN WATERS,Cat       ,Lola,DOMSH     ,DOMSH ,Black     ,Y,F,4
TWIN WATERS,D         ,Barney,LABRADOR  ,LABRAD,Yellow    ,Y,M,9
TWIN WATERS,D         ,Missy,MALTESEX  ,MALTES,Cream     ,Y,F,4
TWIN WATERS,D         ,Bella,TERRIERX  ,TERRIE,BlackTan  ,Y,F,20
TWIN WATERS,D         ,Zoe,STAFFRDBT ,STAFFR,BrindlWhit,Y,F,8
TWIN WATERS,D         ,Charlotte,TERRIERX  ,TERRIE,BlackBroWh,Y,F,10
TWIN WATERS,Cat       ,Precious,DOMSH     ,DOMSH ,Grey      ,Y,F,13
TWIN WATERS,Cat       ,Taji,TABBY     ,TABBY ,Tortoise  ,Y,F,11
TWIN WATERS,D         ,Gertie,MALTESEX  ,MALTES,BeigeWhite,Y,F,13
TWIN WATERS,Cat       ,Rosie,TABBY     ,TABBY ,BlackBrinW,Y,F,6
TWIN WATERS,D         ,Frankie,PUG       ,PUG   ,Fawn      ,Y,F,4
TWIN WATERS,D         ,Ivy,LABRADOR  ,LABRAD,Yellow    ,Y,F,7
TWIN WATERS,D         ,Berly,STAFFRDAM ,STAFFR,BlueBrind ,Y,F,4
TWIN WATERS,Cat       ,Smudge,BURMESE   ,BURMES,Tabby     ,Y,F,16
TWIN WATERS,D         ,Izzy,CHIHUAHUAX,CHIHUA,Tan       ,Y,F,4
TWIN WATERS,D         ,Duke,SPANIELCV ,SPANIE,Blenheim  ,Y,M,5
TWIN WATERS,D         ,Seth,BULLDOGAUS,BULLDO,Unknown   ,N,M,5
TWIN WATERS,Cat       ,Jaco,TABBY     ,TABBY ,Ginger    ,Y,M,12
TWIN WATERS,D         ,Bailey,MALTESEX  ,MALTES,White     ,Y,M,5
TWIN WATERS,D         ,Crash,COLLBORDR ,COLLBO,BlackWhite,Y,M,5
TWIN WATERS,D         ,Bailey,BEAGLE    ,BEAGLE,TriColour ,Y,M,5
TWIN WATERS,D         ,Pepper,SHIHTZUX  ,SHIHTZ,Fawn      ,Y,F,5
TWIN WATERS,D         ,Sofi,BICHONFRS ,BICHON,White     ,Y,F,14
TWIN WATERS,D         ,Tammy,STAFFRDBTX,STAFFR,Brindle   ,Y,F,10
TWIN WATERS,Cat       ,Winter,DOMSH     ,DOMSH ,Tortoise  ,Y,F,4
TWIN WATERS,D         ,Cookie,SHIHTZUX  ,SHIHTZ,TriColour ,Y,M,5
TWIN WATERS,D         ,RJ,MALTESE   ,MALTES,TriColour ,N,M,7
TWIN WATERS,D         ,Mia,SHIHTZU   ,SHIHTZ,WhiteCream,Y,F,7
TWIN WATERS,D         ,Onyx,SCHNAUZER ,SCHNAU,Black     ,Y,F,4
TWIN WATERS,D         ,Oscar,MALTESE   ,MALTES,White     ,Y,M,9
TWIN WATERS,D         ,Jerry,KELPIEAUSX,KELPIE,TanWhite  ,Y,M,4
TWIN WATERS,D         ,Willow,SHIHTZU   ,SHIHTZ,White     ,Y,F,6
TWIN WATERS,D         ,Millie,COLLBEARD ,COLLBE,Black     ,Y,F,5
TWIN WATERS,D         ,Chihuahua x,CHIHUAHUAX,CHIHUA,BrownTan  ,Y,F,6
TWIN WATERS,D         ,Sammie,BEAGLE    ,BEAGLE,White     ,Y,F,4
TWIN WATERS,D         ,Rupert,JACKRUSSL ,JACKRU,WhiteBrown,Y,M,4
TWIN WATERS,D         ,ROCKY,COLLBORDR ,COLLBO,BlackWhite,Y,M,7
TWIN WATERS,D         ,Trooper,FOXTERRIEX,FOXTER,BlackWhite,Y,F,4
TWIN WATERS,D         ,Barney,LABRADOR  ,LABRAD,Gold      ,Y,M,10
TWIN WATERS,Cat       ,Missy,DOMSH     ,DOMSH ,Tortoise  ,Y,F,17
TWIN WATERS,D         ,Sophie,WEIMARANR ,WEIMAR,Grey      ,Y,F,4
TWIN WATERS,D         ,Leo,SCHNAUZMN ,SCHNAU,Black     ,Y,M,3
TWIN WATERS,D         ,Stevie,LHASAAPSOX,LHASAA,Beige     ,Y,F,9
TWIN WATERS,D         ,Bronte,LABRADOR  ,LABRAD,Chocolate ,Y,F,4
TWIN WATERS,D         ,Marley,STAFFRDBT ,STAFFR,Brown     ,Y,F,4
TWIN WATERS,D         ,Abby,LABRADOR  ,LABRAD,Gold      ,Y,F,3
TWIN WATERS,D         ,Abby,POODLESTD ,POODLE,Apricot   ,Y,F,13
TWIN WATERS,Cat       ,Mimi,DOMSH     ,DOMSH ,Tabby     ,Y,F,3
TWIN WATERS,D         ,Scruffy,MOODLE    ,MOODLE,Black     ,Y,M,9
TWIN WATERS,Cat       ,Holly,DOMSH     ,DOMSH ,Tortoise  ,Y,F,9
TWIN WATERS,D         ,Emily,SHIHTZU   ,SHIHTZ,BeigeWhite,Y,F,8
TWIN WATERS,D         ,Ollie,SPANIELKC ,SPANIE,Cream     ,Y,M,7
TWIN WATERS,D         ,Toffee,MOODLE    ,MOODLE,White     ,Y,F,6
TWIN WATERS,D         ,Betsy,STAFFRDAM ,STAFFR,Red       ,Y,F,4
TWIN WATERS,D         ,Pipi,POODLETOY ,POODLE,Silver    ,Y,F,11
TWIN WATERS,D         ,Zizou,POODLETOY ,POODLE,Cream     ,Y,M,11
TWIN WATERS,D         ,Rodger,SHIHTZUX  ,SHIHTZ,WhiteBlack,N,M,11
TWIN WATERS,D         ,Scratch,ROTTWEILRX,ROTTWE,Tan       ,Y,M,12
TWIN WATERS,D         ,Archie,BEAGLE    ,BEAGLE,TriColour ,Y,M,3
TWIN WATERS,D         ,George,SPANIELCK ,SPANIE,Black     ,Y,M,3
TWIN WATERS,D         ,Winnie,SPANIELCK ,SPANIE,Black     ,Y,F,3
TWIN WATERS,D         ,Milo,POODLETOY ,POODLE,Brown     ,Y,M,3
TWIN WATERS,D         ,Moli,POODLETOY ,POODLE,Brown     ,Y,F,3
TWIN WATERS,D         ,Lily,SPANIELCV ,SPANIE,TriColour ,Y,F,3
TWIN WATERS,D         ,Hugh,SPANIELKC ,SPANIE,BlackTan  ,Y,M,3
TWIN WATERS,Cat       ,Bella,RAGDOLL   ,RAGDOL,Blue      ,Y,F,5
TWIN WATERS,D         ,Hamish,GREYHOUND ,GREYHO,Fawn      ,Y,M,7
TWIN WATERS,Cat       ,Edward,DOMSH     ,DOMSH ,Silver    ,Y,M,7
TWIN WATERS,D         ,Benji,MALTESE   ,MALTES,White     ,Y,M,11
TWIN WATERS,Cat       ,Bella,BURMESE   ,BURMES,Fawn      ,Y,F,4
TWIN WATERS,D         ,Charlie,SPANADOR  ,SPANAD,Gold      ,Y,F,11
TWIN WATERS,D         ,Lola,STAFFRDBT ,STAFFR,Blue      ,Y,F,4
TWIN WATERS,D         ,Bella,MALTESEX  ,MALTES,WhiteBlack,Y,F,3
TWIN WATERS,Cat       ,sebastian,DEVON REX ,DEVON ,CreamBrown,Y,M,4
TWIN WATERS,Cat       ,Izzy,DOMSH     ,DOMSH ,GreyBlack ,Y,F,5
TWIN WATERS,D         ,Charlie,STAFFRDAMX,STAFFR,BrindlWhit,Y,M,3
TWIN WATERS,D         ,Buddy,SPANIELCK ,SPANIE,Black     ,Y,M,6
TWIN WATERS,D         ,Bob,STAFFRDBT ,STAFFR,Brindle   ,N,M,14
TWIN WATERS,D         ,Fudge,SCHNAUZER ,SCHNAU,SaltPepper,Y,F,10
TWIN WATERS,D         ,Napoleon,PUG       ,PUG   ,Fawn      ,Y,M,12
TWIN WATERS,D         ,Lilly,SPOODLE   ,SPOODL,Gold      ,Y,F,3
TWIN WATERS,D         ,Amity,KELPIEAUS ,KELPIE,BlackBlue ,Y,F,3
TWIN WATERS,Cat       ,Baghera/Biggs,DOMSH     ,DOMSH ,Black     ,Y,M,4
TWIN WATERS,Cat       ,Zeke,DOMSH     ,DOMSH ,Ginger    ,Y,M,2
TWIN WATERS,D         ,Jack,GREYHOUND ,GREYHO,Black     ,Y,M,5
TWIN WATERS,Cat       ,Macey,RAGDOLL   ,RAGDOL,SealPoint ,Y,F,7
TWIN WATERS,D         ,Doyle,CHIHUAHUAX,CHIHUA,Chocolate ,Y,M,3
TWIN WATERS,D         ,Jetta,KELPIEAUSX,KELPIE,Black     ,Y,M,5
TWIN WATERS,D         ,Daisy,SPANIELCK ,SPANIE,BlackWhite,Y,F,5
TWIN WATERS,D         ,Poppy,COLLBORDR ,COLLBO,BrownWhite,Y,F,3
TWIN WATERS,D         ,Pupio,DACHSHUNDM,DACHSH,BlackBrown,Y,M,3
TWIN WATERS,D         ,Gemma,POODLE    ,POODLE,Black     ,Y,F,10
TWIN WATERS,D         ,Charlie,POODLE    ,POODLE,Black     ,Y,M,7
TWIN WATERS,D         ,Ella,COLLBORDRX,COLLBO,WhiteBlack,Y,F,2
TWIN WATERS,D         ,Portia,COLLIE    ,COLLIE,Sable     ,Y,F,2
TWIN WATERS,D         ,MILO,RETRIEVGD ,RETRIE,Gold      ,Y,M,3
TWIN WATERS,D         ,Peanut,DACHSHUNDM,DACHSH,Red       ,Y,F,3
TWIN WATERS,D         ,Louie,RETRIEVER ,RETRIE,Gold      ,Y,M,3
TWIN WATERS,D         ,Buddy,MALTESEX  ,MALTES,BlackGreyW,Y,M,17
TWIN WATERS,D         ,Coco,COLLBORDR ,COLLBO,Wheaten   ,Y,F,2
TWIN WATERS,D         ,Willow,JACKRUSSL ,JACKRU,WhiteTan  ,Y,F,2
TWIN WATERS,Cat       ,Gus,DOMSH     ,DOMSH ,Tabby     ,Y,M,2
TWIN WATERS,D         ,Buddy,PUGX      ,PUG,Apricot   ,N,M,2
TWIN WATERS,D         ,Daisy,GREYHOUND ,GREYHO,Brindle   ,Y,F,7
TWIN WATERS,Cat       ,Xavier,DOMSH     ,DOMSH ,Black     ,Y,M,2
TWIN WATERS,D         ,Jasper,SHIHTZU   ,SHIHTZ,BlackWhite,Y,F,5
TWIN WATERS,D         ,Remy,SPOODLE   ,SPOODL,Apricot   ,Y,M,10
TWIN WATERS,Cat       ,Zambuca,BENGAL    ,BENGAL,Unknown   ,Y,F,5
TWIN WATERS,D         ,Zed,COLLBORDRX,COLLBO,BlackWhite,Y,M,2
TWIN WATERS,D         ,Phil,TERRIERWT ,TERRIE,White     ,Y,M,2
TWIN WATERS,D         ,Bubbles,CAVADOR   ,CAVADO,Sandy     ,Y,F,4
TWIN WATERS,Cat       ,Delilah,DOMMH     ,DOMMH ,Tortoise  ,Y,F,8
TWIN WATERS,D         ,Cass,LABRADOR  ,LABRAD,Gold      ,Y,F,13
TWIN WATERS,D         ,Doug,PUG       ,PUG   ,Black     ,Y,M,3
